Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge40to49,Mortalitypercentageregistereddeathsaged40-49,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,7DayRate18to39,7DayRate40to59,7DayRateOver60,7DayRateUnder18,TestReasonbyWeekInboundTravel,TestReasonbyWeekOnIslandSurveillanceScreening,TestReasonbyWeekSeekingHealthcareSymptomatic,7DayRatePercentageChange,DateTime,DateTimeShort
2022-05-07,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 7 May 2022","12:00 AM, 7 May 2022"
2022-05-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 6 May 2022","12:00 AM, 6 May 2022"
2022-05-05,1033067,15802,1017265,82706,486756,447803,31,15482,967520,6.41,float;#983002.000000000,50033,26298,23735,0.526,0.474,37,229.13,647.5,320,49726,38370,2515,646,2015,580,5588,13,55,327,0,0,0,23,3,315,9,49549,26052,23497,0.526,0.474,36,127,110,17,77,3,40,7,1,0.008,6,0.047,10,0.079,24,0.189,49,0.386,37,0.291,0.402,0.598,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,184,312,240,208,,,,-0.3901251,"2:00 PM, Thursday 5 May 2022","2:00 PM, 5 May 2022"
2022-05-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 4 May 2022","12:00 AM, 4 May 2022"
2022-05-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 3 May 2022","12:00 AM, 3 May 2022"
2022-05-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2350,440,,"12:00 AM, Monday 2 May 2022","12:00 AM, 2 May 2022"
2022-05-01,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 1 May 2022","12:00 AM, 1 May 2022"
2022-04-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 30 April 2022","12:00 AM, 30 Apr 2022"
2022-04-29,1031295,15802,1015493,82417,486756,446320,94,15482,965908,5.88,float;#981390.000000000,49810,26169,23641,0.525,0.475,37,364.56,946.2,320,49503,38164,2515,634,2012,578,5588,13,55,436,0,0,0,40,3,424,9,49217,25880,23337,0.526,0.474,36,126,109,17,76,3,40,7,1,0.008,6,0.048,10,0.079,24,0.19,49,0.389,36,0.286,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,354,454,393,266,,,,-0.373209773,"3:23 PM, Friday 29 April 2022","3:23 PM, 29 Apr 2022"
2022-04-28,1030806,15802,1015004,82342,486756,445906,58,15482,965487,6.17,float;#980969.000000000,49778,26155,23623,0.525,0.475,37,410.95,1029.68,320,49471,38134,2515,632,2012,578,5588,13,55,487,0,0,0,31,3,478,6,49134,25835,23299,0.526,0.474,36,126,109,17,76,3,40,7,1,0.008,6,0.048,10,0.079,24,0.19,49,0.389,36,0.286,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,390,533,429,300,,,,-0.293451163,"3:20 PM, Thursday 28 April 2022","3:20 PM, 28 Apr 2022"
2022-04-27,1030310,15802,1014508,82282,486756,445470,58,15482,965052,6.57,float;#980534.000000000,49717,26124,23593,0.525,0.475,37,430.43,1076.99,320,49410,38078,2515,628,2011,578,5588,13,55,504,0,0,0,62,4,495,5,49056,25797,23259,0.526,0.474,36,124,107,17,74,3,40,7,1,0.008,6,0.048,10,0.081,24,0.194,49,0.395,34,0.274,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,469,574,437,271,,,,-0.304344313,"3:30 PM, Wednesday 27 April 2022","3:30 PM, 27 Apr 2022"
2022-04-26,1029606,15802,1013804,82167,486756,444881,24,15482,964443,6.61,float;#979925.000000000,49656,26087,23569,0.525,0.475,37,489.8,1136.36,320,49349,38023,2515,626,2008,577,5588,13,55,564,0,0,0,61,3,558,3,48935,25739,23196,0.526,0.474,36,124,107,17,74,3,40,7,1,0.008,6,0.048,10,0.081,24,0.194,49,0.395,34,0.274,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,591,609,485,295,,,,-0.24246408,"3:00 PM, Tuesday 26 April 2022","3:00 PM, 26 Apr 2022"
2022-04-25,1029061,15802,1013259,82076,486756,444427,52,15482,963951,6.63,float;#979433.000000000,49575,26044,23531,0.525,0.475,37,524.12,1221.71,320,49268,37945,2515,624,2007,577,5588,13,55,583,0,0,0,81,3,573,7,48836,25686,23150,0.526,0.474,36,124,107,17,74,3,40,7,1,0.008,6,0.048,10,0.081,24,0.194,49,0.395,34,0.274,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,640,647,509,281,,2080,690,-0.18938398,"2:35 PM, Monday 25 April 2022","2:35 PM, 25 Apr 2022"
2022-04-24,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Sunday 24 April 2022","10:00 AM, 24 Apr 2022"
2022-04-23,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Saturday 23 April 2022","10:00 AM, 23 Apr 2022"
2022-04-22,1028196,15802,1012394,81843,486756,443795,26,15482,963279,6.5,float;#978761.000000000,49408,25959,23449,0.525,0.475,36,573.28,1374.77,320,49101,37790,2515,615,2004,577,5588,13,55,707,0,0,0,65,7,691,9,48545,25520,23025,0.526,0.474,36,123,106,17,74,3,39,7,1,0.008,6,0.049,10,0.081,24,0.195,48,0.39,34,0.276,0.407,0.593,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,682,868,561,363,,,,-0.239853084,"3:00 PM, Friday 22 April 2022","3:00 PM, 22 Apr 2022"
2022-04-21,1027650,15802,1011848,81728,486756,443364,15,15482,962830,6.33,float;#978312.000000000,49322,25914,23408,0.525,0.475,36,607.61,1433.21,320,49015,37708,2515,612,2003,577,5588,13,55,725,0,0,0,85,7,709,9,48441,25457,22984,0.526,0.474,36,123,106,17,74,3,39,7,1,0.008,6,0.049,10,0.081,24,0.195,48,0.39,34,0.276,0.407,0.593,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,682,868,561,363,,,,-0.241890003,"2:30 PM, Thursday 21 April 2022","2:30 PM, 21 Apr 2022"
2022-04-20,1027159,15802,1011357,81609,486756,442992,9,15482,962439,5.96,float;#977921.000000000,49228,25864,23364,0.525,0.475,36,623.38,1502.78,320,48921,37618,2515,610,2001,577,5588,13,55,721,0,0,0,95,7,702,12,48351,25410,22941,0.526,0.474,36,123,106,17,74,3,39,7,1,0.008,6,0.049,10,0.081,24,0.195,48,0.39,34,0.276,0.407,0.593,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,682,868,561,363,,,,-0.244937016,"3:17 PM, Wednesday 20 April 2022","3:17 PM, 20 Apr 2022"
2022-04-19,1026557,15802,1010755,81461,486756,442538,32,15482,961939,6.16,float;#977421.000000000,49103,25800,23303,0.525,0.475,36,624.3,1576.07,320,48796,37499,2515,605,2000,577,5588,13,55,756,0,0,0,126,7,731,18,48191,25321,22870,0.525,0.475,36,122,105,17,74,3,38,7,1,0.008,6,0.049,10,0.082,24,0.197,48,0.393,33,0.27,0.402,0.598,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,653,868,593,358,,,,-0.290092221,"2:30 PM, Tuesday 19 April 2022","2:30 PM, 19 Apr 2022"
2022-04-18,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2030,900,,"9:00 AM, Monday 18 April 2022","9:00 AM, 18 Apr 2022"
2022-04-17,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"9:00 AM, Sunday 17 April 2022","9:00 AM, 17 Apr 2022"
2022-04-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"9:00 AM, Saturday 16 April 2022","9:00 AM, 16 Apr 2022"
2022-04-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"9:00 AM, Friday 15 April 2022","9:00 AM, 15 Apr 2022"
2022-04-14,1025133,15802,1009331,80910,486756,441665,57,15482,960949,7.98,float;#976431.000000000,48644,25543,23101,0.525,0.475,36,802.41,1868.27,320,48337,37054,2515,596,1996,576,5588,13,55,957,0,0,0,126,4,926,27,47531,24953,22578,0.525,0.475,36,122,105,17,74,3,38,7,1,0.008,6,0.049,10,0.082,24,0.197,48,0.393,33,0.27,0.402,0.598,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,843,934,986,465,,,,-0.230427652,"2:50 PM, Thursday 14 April 2022","2:50 PM, 14 Apr 2022"
2022-04-13,1024594,15802,1008792,80766,486756,441270,70,15482,960512,7.93,float;#975994.000000000,48529,25481,23048,0.525,0.475,36,855.29,1935.06,320,48222,36944,2515,593,1995,575,5588,13,55,1054,0,0,0,113,2,1030,22,47320,24852,22468,0.525,0.475,36,121,104,17,74,3,38,6,1,0.008,6,0.05,10,0.083,24,0.198,48,0.397,32,0.264,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,981,978,1002,547,,,,-0.197558779,"3:00 PM, Wednesday 13 April 2022","3:00 PM, 13 Apr 2022"
2022-04-12,1023924,15802,1008122,80601,486756,440765,305,15482,959831,6.17,float;#975313.000000000,48305,25353,22952,0.525,0.475,36,835.81,1944.34,320,47998,36731,2515,589,1988,575,5588,13,55,1007,0,0,0,122,2,981,24,47143,24752,22391,0.525,0.475,36,121,104,17,74,3,38,6,1,0.008,6,0.05,10,0.083,24,0.198,48,0.397,32,0.264,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,925,959,941,547,,,,-0.225944174,"3:00 PM, Tuesday 12 April 2022","3:00 PM, 12 Apr 2022"
2022-04-11,1023260,15802,1007458,80398,486756,440304,181,15482,959434,5.85,float;#974916.000000000,48162,25266,22896,0.525,0.475,36,897.03,2124.3,320,47855,36599,2515,585,1982,574,5588,13,55,986,0,0,0,172,2,964,20,47021,24684,22337,0.525,0.475,36,121,104,17,74,3,38,6,1,0.008,6,0.05,10,0.083,24,0.198,48,0.397,32,0.264,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,984,1041,998,634,,2260,1290,-0.190793213,"3:00 PM, Monday 11 April 2022","3:00 PM, 11 Apr 2022"
2022-04-10,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"3:00 PM, Sunday 10 April 2022","3:00 PM, 10 Apr 2022"
2022-04-09,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"3:00 PM, Saturday 9 April 2022","3:00 PM, 9 Apr 2022"
2022-04-08,1022191,15802,1006389,79935,486756,439698,33,15482,958794,6.27,float;#974276.000000000,47881,25123,22758,0.525,0.475,36,1002.78,2447.12,320,47574,36335,2515,571,1979,574,5588,13,55,1225,0,0,0,137,3,1211,11,46501,24413,22088,0.525,0.475,36,121,104,17,74,3,38,6,1,0.008,6,0.05,10,0.083,24,0.198,48,0.397,32,0.264,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1112,1193,937,760,,,,-0.265626259,"2:40 PM, Friday 8 April 2022","2:40 PM, 8 Apr 2022"
2022-04-07,1021586,15802,1005784,79780,486756,439248,45,15482,958312,6.39,float;#973794.000000000,47746,25054,22692,0.525,0.475,36,1038.96,2589.05,320,47439,36207,2515,567,1976,574,5588,13,55,1282,0,0,0,140,4,1266,12,46309,24305,22004,0.525,0.475,36,121,104,17,74,3,38,6,1,0.008,6,0.05,10,0.083,24,0.198,48,0.397,32,0.264,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1194,1218,945,804,,,,,"3:00 PM, Thursday 7 April 2022","3:00 PM, 7 Apr 2022"
2022-04-06,1021169,15802,1005367,79581,486793,438993,302,15482,957823,6.34,float;#973305.000000000,47561,24940,22621,0.524,0.476,36,1036.18,2743.04,320,47254,36027,2515,563,1974,575,5588,13,55,1311,0,0,0,190,3,1298,10,46095,24194,21901,0.525,0.475,36,121,104,17,74,3,38,6,1,0.008,6,0.05,10,0.083,24,0.198,48,0.397,32,0.264,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1174,1237,982,808,,,,,"3:30 PM, Wednesday 6 April 2022","3:30 PM, 6 Apr 2022"
2022-04-05,1020529,15802,1004727,79366,486872,438489,307,15482,957372,6.4,float;#972854.000000000,47367,24840,22527,0.524,0.476,36,1076.07,2862.71,320,47060,35848,2515,552,1970,575,5588,13,55,1419,0,0,0,185,7,1402,10,45793,24015,21778,0.524,0.476,36,120,103,17,73,3,38,6,1,0.008,6,0.05,10,0.083,23,0.192,48,0.4,32,0.267,0.408,0.592,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1227,1313,1018,944,,,,-0.369561651,"3:00 PM, Tuesday 5 April 2022","3:00 PM, 5 Apr 2022"
2022-04-04,1019899,15802,1004097,79104,486872,438121,321,15482,956939,6.44,float;#972421.000000000,47156,24725,22431,0.524,0.476,36,1192.95,3031.54,320,46849,35648,2515,545,1966,575,5588,13,55,1447,0,0,0,218,9,1431,7,45555,23891,21664,0.524,0.476,36,120,103,17,73,3,38,6,1,0.008,6,0.05,10,0.083,23,0.192,48,0.4,32,0.267,0.408,0.592,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1316,1445,1018,1089,,2490,1560,-0.332294139,"3:00 PM, Monday 4 April 2022","3:00 PM, 4 Apr 2022"
2022-04-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 3 April 2022","12:00 AM, 3 Apr 2022"
2022-04-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 2 April 2022","12:00 AM, 2 Apr 2022"
2022-04-01,1018837,15802,1003035,78598,486872,437565,296,15482,956279,6.23,float;#971761.000000000,46779,24532,22247,0.524,0.476,36,1425.79,3448.98,320,46472,35287,2515,535,1960,575,5588,13,55,1835,0,0,0,130,17,1812,6,44791,23468,21323,0.524,0.476,36,120,103,17,73,3,38,6,1,0.008,6,0.05,10,0.083,23,0.192,48,0.4,32,0.267,0.408,0.592,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1463,1786,1274,1331,,,,-0.272941908,"3:00 PM, Friday 1 April 2022","3:00 PM, 1 Apr 2022"
2022-03-31,1018263,15802,1002461,78391,486872,437198,383,15482,955801,6.79,float;#971283.000000000,46596,24428,22168,0.524,0.476,36,1524.12,3538.03,320,46289,35111,2515,535,1955,573,5588,13,55,1963,0,0,0,178,14,1945,4,44480,23301,21179,0.524,0.476,36,120,103,17,73,3,38,6,1,0.008,6,0.05,10,0.083,23,0.192,48,0.4,32,0.267,0.408,0.592,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1509,1972,1418,1467,,,,,"3:00 PM, Thursday 31 March 2022","3:00 PM, 31 Mar 2022"
2022-03-30,1017478,15802,1001676,78107,486872,436697,343,15482,955296,6.79,float;#970778.000000000,46356,24290,22066,0.524,0.476,36,1628.94,3619.67,320,46049,34884,2515,526,1954,570,5588,13,55,2056,0,0,0,197,14,2036,6,44147,23125,21022,0.524,0.476,36,120,103,17,73,3,38,6,1,0.008,6,0.05,10,0.083,23,0.192,48,0.4,32,0.267,0.408,0.592,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1653,2149,1550,1530,,,,,"4:00 PM, Wednesday 30 March 2022","4:00 PM, 30 Mar 2022"
2022-03-29,1016538,15802,1000736,77736,486867,436133,309,15482,954638,6.59,float;#970120.000000000,46108,24158,21950,0.524,0.476,36,1697.59,3722.63,320,45801,34638,2515,526,1952,570,5588,13,55,2176,0,0,0,269,18,2145,13,43779,22912,20867,0.523,0.477,36,120,103,17,73,3,38,6,1,0.008,6,0.05,10,0.083,23,0.192,48,0.4,32,0.267,0.408,0.592,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1660,2234,1590,1573,,,,,"3:00 PM, Tuesday 29 March 2022","3:00 PM, 29 Mar 2022"
